traditional,simplified,pinyin,translation,level,numerical_pinyin,pinyin_check,exclude
起床,起床,qǐ chuáng,"uprise, get up from bed, arise, get out of bed, turn out, rise, deck, get_up, awake, get up",1,qi3 chuang2,qǐchuáng,False
起來,起来,qǐ  lai,[aspect],1,qi3 lai,qǐlai,False
起,起,qǐ,[aspect],1,qi3,qǐ,False
汽車,汽车,qìchē,"automotive vehicle, machine, wheels, motorcar, motor vehicle, car, automotive, auto, wheel, autocar, motor, automobile, hoot, mobile, bus",1,qi4 che1,qìchē,False
前,前,qián,front,1,qian2,qián,False
前邊,前边,qiánbian,"front, the front side, in front of",1,qian2 bian,qiánbian,False
錢,钱,qián,"copper coin, cash, money, fund, sum",1,qian2,qián,False
錢包,钱包,qiánbāo,"purse, wallet",1,qian2 bao1,qiánbāo,False
請,请,qǐng,"request, ask (a favor), engage, hire (teacher/etc.), Please...",1,qing3,qǐng,False
前天,前天,qiántiān,the day before yesterday,1,qian2 tian1,qiántiān,False
請假,请假,qǐng jià,"vacate, ask for leave",1,qing3 jia4,qǐngjià,False
請問,请问,qǐngwèn,"Excuse me, may I ask...?",1,qing3 wen4,qǐngwèn,False
請進,请进,qǐngjìn,'please come in',1,qing3 jin4,qǐng jìn,False
請坐,请坐,qǐng zuò,Sitting,1,qing3 zuo4,qǐng zuò,False
球,球,qiú,ball,1,qiu2,qiú,False
去年,去年,qùnián,last year,1,qu4 nian2,qùnián,False
熱,热,rè,hot,1,re4,rè,False
人,人,rén,"person, people",1,ren2,rén,False
認識,认识,rènshi,"know, recognize",1,ren4 shi,rènshi,False
認真,认真,rènzhēn,"serious, earnest, take for real",1,ren4 zhen1,rènzhēn,False
去,去,qù,"to go, to leave, in order to",1,qu4,qù,False
日,日,rì,m.[standard],1,ri4,rì,False
日期,日期,rìqī,"calendar, when, date",1,ri4 qi1,rìqī,False
肉,肉,ròu,"pulp, chilli, cabobs, meat, lobscouse, paella, meaty, fleshy, flesh, marmite",1,rou4,ròu,False
山,山,shān,"Shan, jebel, pike, mountain, whitethorn, hump, anything resembling a mountain, gable, kop, chimney, hill, Surname, mount",1,shan1,shān,False
商場,商场,shāngchǎng,"department store, bazar, line of business, field of operation, grocery store, emporium, bazaar, grocery, mall, commercial circle, field, market",1,shang1 chang3,shāngchǎng,False
上,上,shàng,"on, above",1,shang4,shàng,False
三,三,sān,det.: three,1,san1,sān,False
商店,商店,shāngdiàn,"concern, hospital, business, store, shoppe, shop",1,shang1 dian4,shāngdiàn,False
上班,上班,shàng bān,"start work, go to work, be on duty",1,shang4 ban1,shàngbān,False
上車,上车,shàngchē,"to get on or into (a bus, train, car etc)",1,shang4 che1,shàngchē,False
上課,上课,shàng kè,"attend class, go to class;give lesson/lecture",1,shang4 ke4,shàngkè,False
上網,上网,shàng wǎng,"to go online, to connect to the Internet, (of a document etc) to be uploaded to the Internet, (tennis, volleyball etc) to move in close to the net",1,shang4 wang3,shàngwǎng,False
上邊,上边,shàngbian,"the top, above, overhead, upwards, the top margin, above-mentioned, those higher up",1,shang4 bian,shàngbian,False
上學,上学,shàng xué,"attend school, be at school",1,shang4 xue2,shàngxué,False
上午,上午,shàngwǔ,"morning, CL:個|个[ge4]",1,shang4 wu3,shàngwǔ,False
少,少,shǎo,"lack, be deficient, lose, be missing",1,shao3,shǎo,False
上次,上次,shàngcì,last time,1,shang4 ci4,shàngcì,False
身上,身上,shēnshang,"on the body, at hand, among",1,shen1 shang,shēnshang,False
誰,谁,shéi,"who, someone, anyone",1,shei2,shéi,False
身體,身体,shēntǐ,"soma, system, physical structure, body, health, carcase, corpus, frame, person, somatic, organic structure, personage",1,shen1 ti3,shēntǐ,False
生病,生病,shēng bìng,"come down, ail, fall ill, traik, sick, sicken",1,sheng1 bing4,shēngbìng,False
生氣,生气,shēng qì,"get angry, be angry",1,sheng1 qi4,shēngqì,False
十,十,shí,det.: ten,1,shi2,shí,False
時候,时候,shíhou,"day, moment, (a point in) time, (duration of) time, time",1,shi2 hou,shíhou,False
時間,时间,shíjiān,"moment, day, clock time, fourth_dimension, relativity, hour, duration, time, when, while, temporal, economy",1,shi2 jian1,shíjiān,False
事,事,shì,"responsibility, trouble, event, thing, worry, accident, case, involvement, work, affair, job, concern, business, toast, matter",1,shi4,shì,False
試,试,shì,"offer, attempt, essay, flesh, try, seek, assay, test",1,shi4,shì,False
生日,生日,shēngri,birthday,1,sheng1 ri4,shēngrì,True
是不是,是不是,shìbùshì,"is or isn't, yes or no, whether or not",1,shi4 bu4 shi4,shìbùshì,False
是,是,shì,"is, are, am, yes, to be, variant of 是[shi4], (used in given names)",1,shi4,shì,False
手機,手机,shǒujī,"cell phone, mobile phone, CL:部[bu4],支[zhi1]",1,shou3 ji1,shǒujī,False
手,手,shǒu,hand,1,shou3,shǒu,False
書包,书包,shūbāo,"bag, book bag, satchel, schoolbag",1,shu1 bao1,shūbāo,False
書,书,shū,"volume, document, style of calligraphy, book, script, letter",1,shu1,shū,False
書店,书店,shūdiàn,bookstore,1,shu1 dian4,shūdiàn,False
樹,树,shù,"wood, Ruptiliocarpon caracolito, tree, arbor, Surname, caracolito",1,shu4,shù,False
水,水,shuǐ,"water, H2O, liquid, bubble, a general term for rivers, lakes, seas, etc., Shiu, waters, aqueous, Aquarius, river, Surname, blister, drink, eau, aqua",1,shui3,shuǐ,False
水果,水果,shuǐguǒ,fruit,1,shui3 guo3,shuǐguǒ,False
睡,睡,shuì,sleep,1,shui4,shuì,False
說,说,shuō,"speak, talk, explain, scold",1,shuo1,shuō,False
說話,说话,shuō huà,"philosophize, thrum, talk, peach, babble out, speech, articulate, chat, speak, babble, gossip, blab out, sing, address, tattle, blab, mouth, say",1,shuo1 hua4,shuōhuà,False
睡覺,睡觉,shuì jiào,"turn_in, log Z's, doss, slumber, catch some Z's, go to bed, sleep, doss down, crash, go_to_sleep, hit_the_sack, kip",1,shui4 jiao4,shuìjiào,False
送,送,sòng,"accompaniment, escort, see sb. off, see sb. off/out, to dispatch, see ... off, accompany, to deliver, send, direct, serve, guide, give as a present, deliver, see sb. out, see, lead, see ... out, conduct, give, to send, carry, delivery, carriage, take, hospitalize",1,song4,sòng,False
四,四,sì,det.: four,1,si4,sì,False
嵗,岁,suì,"year (for crops), m.[standard], , year of age, year (of age), year, annum, year for crops",1,sui4,suì,False
他們,他们,tāmen,they,1,ta1 men,tāmen,False
什麼,什么,shénme,"anything, what",1,shen2 me,shénme,False
她,她,tā,"she, her, she (neologism for {1ta1}[2]), )",1,ta1,tā,False
她們,她们,tāmen,they (female),1,ta1 men,tāmen,False
天,天,tiān,m.[standard],1,tian1,tiān,False
他,他,tā,"he, she, it, they (referring to inanimate things in object position)",1,ta1,tā,False
太,太,tài,"excessively, too, extremely, very",1,tai4,tài,False
天氣,天气,tiānqì,"sky, elements, weather condition, atmospheric condition, weather",1,tian1 qi4,tiānqì,False
聽到,听到,tīngdào,hear,1,ting1 dao4,tīngdào,False
聽見,听见,tīng jian,hear,1,ting1 jian4,tīngjiàn,True
聽寫,听写,tīngxiě,"dictate, dictation, CL:次[ci4]",1,ting1 xie3,tīngxiě,False
聽,听,tīng,"hear, list, hearken, obey, obedience, listen, heed, administer, let, allow, hark",1,ting1,tīng,False
圖書館,图书馆,túshūguǎn,library,1,tu2 shu1 guan3,túshūguǎn,False
外,外,wài,"outside, in addition, foreign, external",1,wai4,wài,False
外邊,外边,wàibian,"outside, outer surface, abroad, place other than one's home",1,wai4 bian,wàibian,False
同學,同学,tóngxué,"class fellow, fellow student, condisciple, classmate, schoolmate, schoolfellow, form of address used in speaking to a student",1,tong2 xue2,tóngxué,False
外國,外国,wàiguó,"foreign, foreign country, outland, outremer",1,wai4 guo2,wàiguó,False
玩兒,玩儿,wánr,"to play, to have fun, to hang out",1,wan2 r,wánr,False
晚,晚,wǎn,"far on in time, late",1,wan3,wǎn,False
晚飯,晚饭,wǎnfàn,"evening meal, dinner, supper, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",1,wan3 fan4,wǎnfàn,False
晚上,晚上,wǎnshang,"evening, night, CL:個|个[ge4], in the evening",1,wan3 shang4,wǎnshàng,True
網上,网上,wǎngshàng,online,1,wang3 shang4,wǎngshàng,False
網友,网友,wǎngyǒu,"online friend, Internet user",1,wang3 you3,wǎngyǒu,False
外語,外语,wàiyǔ,foreign language,1,wai4 yu3,wàiyǔ,False
忘記,忘记,wàngjì,"misremember, block, blank out, neglect, overlook, draw a blank, leave_out, disremember, fail, forget",1,wang4 ji4,wàngjì,False
忘,忘,wàng,"forget, overlook, neglect",1,wang4,wàng,False
問,问,wèn,"ask, examine, question, interrogate",1,wen4,wèn,False
我們,我们,wǒmen,we,1,wo3 men,wǒmen,False
我,我,wǒ,"I, me, ego, self",1,wo3,wǒ,False
五,五,wǔ,det.: five,1,wu3,wǔ,False
午飯,午饭,wǔfàn,"lunch, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",1,wu3 fan4,wǔfàn,False
西,西,xī,"W, Spain, west, occident, due west, western",1,xi1,xī,False
西邊,西边,xībian,"west, west side, western part, to the west of",1,xi1 bian1,xībiān,True
洗,洗,xǐ,"wash, bathe, sack, develop (film), shuffle (cards/etc.)",1,xi3,xǐ,False
洗手間,洗手间,xǐshǒujiān,"toilet, lavatory, washroom",1,xi3 shou3 jian1,xǐshǒujiān,False
喜歡,喜欢,xǐhuan,"like, love, be fond of, be happy/elated",1,xi3 huan,xǐhuan,False
下,下,xià,under (condition/fact etc.),1,xia4,xià,False
下班,下班,xià bān,get_off,1,xia4 ban1,xiàbān,False
下邊,下边,xiàbian,"under, the underside, below",1,xia4 bian,xiàbian,False
下車,下车,xiàchē,get off/out of vehicle,1,xia4 che1,xiàchē,False
下次,下次,xiàcì,next time,1,xia4 ci4,xiàcì,False
下課,下课,xià kè,"finish class, get out of class",1,xia4 ke4,xiàkè,False
下午,下午,xiàwǔ,"afternoon, CL:個|个[ge4], p.m.",1,xia4 wu3,xiàwǔ,False
下雨,下雨,xiàyǔ,rain,1,xia4 yu3,xiàyǔ,False
先,先,xiān,"earlier, in advance, before",1,xian1,xiān,False
先生,先生,xiānsheng,"doctor of Chinese medicine, Don, mulla, Ms., sir., teacher, gentleman, gospodin, Signor, signor, fortune-teller, babu, baboo, Herr, Mister, bey, mister, bwana, husband, siree, buckra, sirrah, senor, guv, sahib, Mr., rabbi, don, signore, Dan, sir, m'sieur, effendi, Tuan, baas, Monsieur, lording, monsieur, doctor, Mr, milord, Mynheer, signior, esquire, bookkeeper, Senor, rabboni, Senhor, sieur, sen",1,xian1 sheng,xiānsheng,False
想,想,xiǎng,"think, suppose, reckon, consider, want to, would like to, feel like (doing sth.)",1,xiang3,xiǎng,False
現在,现在,xiànzài,"now, at present, at the moment, modern, current, nowadays",1,xian4 zai4,xiànzài,False
小,小,xiǎo,"small, little, petty, minor;young",1,xiao3,xiǎo,False
小孩兒,小孩儿,xiǎoháir,"child, erhua variant of 小孩[xiao3 hai2]",1,xiao3 hai2 r,xiǎoháir,False
小姐,小姐,xiǎojiě,"Signorina, Senorita, senorita, signorina, young_lady, damosel, Dona, mum, young lady, damoiselle, missy, tootsy, demoiselle, damsel, Miss, Fraulein, miss, sheila, sister, toots, senhorita, damozel, Ladyship, ladyship, Mademoiselle, mademoiselle",1,xiao3 jie,xiǎojie,True
小時,小时,xiǎoshí,hour,1,xiao3 shi2,xiǎoshí,False
小朋友,小朋友,xiǎopéngyǒu,"child (adult address to child), little boy, children, little boy/girl, girl, little girl, little boy or girl, child",1,xiao3 peng2 you3,xiǎopéngyǒu,False
小學,小学,xiǎoxué,"primary school, elementary school",1,xiao3 xue2,xiǎoxué,False
小學生,小学生,xiǎo xuésheng,"(primary) pupil, schoolboy, schoolgirl",1,xiao3 xue2 sheng1,xiǎoxuéshēng,True
笑,笑,xiào,"smile, laugh",1,xiao4,xiào,False
寫,写,xiě,"description, bewrite, direct, describe, pencil, draw, paint, inscribe, write, depiction, write_out, throw_off, depict, address, author, screeve, word, compose",1,xie3,xiě,False
謝謝,谢谢,xièxie,thank,1,xie4 xie,xièxie,False
新,新,xīn,"new, fresh, up-to-date",1,xin1,xīn,False
新年,新年,xīnnián,"New Year, CL:個|个[ge4]",1,xin1 nian2,xīnnián,False
星期,星期,xīngqī,"Sunday, week",1,xing1 qi1,xīngqī,False
星期日,星期日,Xīngqīrì,"Sunday, CL:個|个[ge4]",1,xing1 qi1 ri4,xīngqīrì,False
星期天,星期天,xīngqītiān,"Sunday, CL:個|个[ge4]",1,xing1 qi1 tian1,xīngqītiān,False
行,行,xíng,"go, travel, prevail, circulate, be current",1,xing2,xíng,False
休息,休息,xiūxi,"repose, have, lie dormant, respire, take time off, have a rest, take a rest, take off, relax, take_time_off, have/take a rest, rest",1,xiu1 xi,xiūxi,False
學生,学生,xuésheng,"academic, pupil, pup, tutee, follower, scholar, schoolchild, schoolboy, alumnus, disciple, learner, scholastic, student",1,xue2 sheng,xuésheng,False
學,学,xué,"study, learn, imitate, mimic",1,xue2,xué,False
學習,学习,xuéxí,"study, learn, emulate",1,xue2 xi2,xuéxí,False
學校,学校,xuéxiào,"seminary, schoolhouse, educational institution, school, institution",1,xue2 xiao4,xuéxiào,False
學院,学院,xuéyuàn,"seminary, college, school, hall, institute, academy, faculty",1,xue2 yuan4,xuéyuàn,False
要,要,yào,"want, need, must, should",1,yao4,yào,False
爺爺,爷爷,yéye,"grandad, Grandpa, granddad, grandpa, (paternal) grandfather, gramps, granddaddy, grandfather",1,ye2 ye,yéye,False
頁,页,yè,"page, leaf, m.[general], ,sheet of paper, sheet, piece, piece of paper, folio",1,ye4,yè,False
衣服,衣服,yīfu,"clothes, wearing apparel, toggery, gear, tog, wear, bib-and-tucker, drapery, thing, dress, duds, vestment, wardrobe, clout, apparel, clothing, dud, wrapping, vesture, clobber, habit, robe, togs, livery, habilimentation, array, hull, garb, attire, attirement, stitch, rig, garment, raiment, wearable, dressing",1,yi1 fu2,yīfú,True
也,也,yě,"also, too, as well, either, even",1,ye3,yě,False
醫生,医生,yīshēng,"Galen, MD, physician, Dr., medic, doc, hakeem, medico, Aesculapius, medical man, surgeon, leech, doctor",1,yi1 sheng1,yīshēng,False
醫院,医院,yīyuàn,"spital, hospital, infirmary, hospice",1,yi1 yuan4,yīyuàn,False
一,一,yī,det.: one,1,yi1,yī,False
一會兒,一会儿,yīhuìr,"a moment, a while, in a moment, now...now..., also pr. [yi1 hui3 r5]",1,yi1 hui4 r,yīhuìr,False
一塊兒,一块儿,yīkuàir,together,1,yi1 kuai4 r,yīkuàir,False
一下兒,一下儿,yīxiàr,"(used after a verb) give it a go, to do (sth for a bit to give it a try), one time, once, in a while, all of a sudden, all at once, erhua variant of 一下[yi1 xia4]",1,yi1 xia4 r,yīxià r,False
一半,一半,yībàn,"det.: one half, in part, half",1,yi1 ban4,yībàn,False
一邊,一边,yībiān,"at the same time, simultaneously;on the one/other hand",1,yi1 bian1,yībiān,False
一點兒,一点儿,yīdiǎnr,det.: a little bit,1,yi1 dian3 r,yīdiǎnr,False
一起,一起,yīqǐ,"in_chorus, together, in all, in the same place, holus-bolus, altogether, in company",1,yi1 qi3,yīqǐ,False
一些,一些,yīxiē,"det.: some, a few, a little",1,yi1 xie1,yīxiē,False
一樣,一样,yīyàng,"same, equal, similar",1,yi1 yang4,yīyàng,False
有的,有的,yǒude,det : some,1,you3 de,yǒu de,False
有,有,yǒu,"have, possess",1,you3,yǒu,False
有名,有名,yǒu míng,"well-known, famous",1,you3 ming2,yǒumíng,False
用,用,yòng,with,1,yong4,yòng,False
有時候,有时候,yǒushíhou,"from time to time, on_occasion, occasionally, somewhile, otherwhile, now and again, sometimes, now and then, at times, on occasion, whiles, once in a while",1,you3 shi2 hou,yǒushíhou,False
有些,有些,yǒuxiē,"kind_of, rather, somewhat",1,you3 xie1,yǒuxiē,False
有用,有用,yǒuyòng,"belong, profit, count, useful, avail, powerful",1,you3 yong4,yǒuyòng,False
右,右,yòu,"right side as side of precedence, right side, west, winger, right, the right side, the Right, the right",1,you4,yòu,False
右邊,右边,yòubian,"right side, right, to the right",1,you4 bian,yòubian,False
雨,雨,yǔ,rain,1,yu3,yǔ,False
元,元,yuán,m.[standard],1,yuan2,yuán,False
遠,远,yuǎn,"far, distant (lit./fig.)",1,yuan3,yuǎn,False
月,月,yuè,moon,1,yue4,yuè,False
再,再,zài,"again, once more, further(more), in a higher degree, and then, not (do sth.) before",1,zai4,zài,False
再見,再见,zàijiàn,"good-bye, see you again",1,zai4 jian4,zàijiàn,False
在,在,zài,"in, at, on, etc.",1,zai4,zài,False
在家,在家,zàijiā,At home,1,zai4 jia1,zàijiā,False
早,早,zǎo,"early, long ago, in advance, beforehand, prematurely",1,zao3,zǎo,False
